ID,Price,Sqft_m2,RatioEurM,Rooms,Toilets,Area,Elevator,Parking,Heating,CoolAir,Construction,Balcony,Pool,PublicTr,Yard
i8166003778742,550000,109,5046,4,2,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i30173003891906,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i657003953340,513500,96,5349,3,2,Poblenou,Yes,Yes,Yes,No,New,No,No,Yes,No
i657003784362,601500,115,5230,4,2,Poblenou,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i657003953347,717000,108,6639,4,2,Poblenou,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i657003953354,647500,109,5940,4,2,Poblenou,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i4190003898890,690000,92,7500,2,2,Poblenou,Yes,Yes,No,No,New,Yes,No,Yes,No
i4190003898917,606000,92,6587,3,2,Poblenou,Yes,Yes,No,No,New,Yes,No,Yes,No
i23845003949585,485000,125,3880,4,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i1592002278951,445900,99,4504,3,2,Poblenou,Yes,Yes,No,Yes,Not New,No,No,No,No
i12127000000501,525000,132,3977,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i31686000000009,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i8621003983348,435000,96,4531,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i30173003891906,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i8621003958640,435000,96,4531,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i5612003842487,470000,104,4519,2,2,Poblenou,No,No,Yes,No,Not New,No,No,Yes,No
i657003953340,513500,96,5349,3,2,Poblenou,Yes,Yes,Yes,No,New,No,No,Yes,No
i15471000015762,529000,100,5290,3,1,Poblenou,Yes,No,Yes,No,Not New,No,No,No,No
i657003953340,513500,96,5349,3,2,Poblenou,Yes,Yes,Yes,No,New,No,No,Yes,No
i657003784362,601500,115,5230,4,2,Poblenou,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i4975003823507,649000,116,5595,3,2,Poblenou,No,Yes,No,No,Not New,Yes,No,No,No
i13757003963189,695610,94,7400,3,2,Poblenou,Yes,No,Yes,No,New,Yes,No,Yes,Yes
i885003209107,725000,108,6713,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,No,Yes
i4190003898552,650000,87,7471,2,2,Poblenou,Yes,Yes,No,No,New,Yes,No,Yes,No
i8166003733919,700000,125,5600,1,1,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i528003768372,800000,105,7619,4,2,Poblenou,Yes,No,Yes,Yes,Not New,Yes,No,Yes,No
i4975003823998,790000,127,6220,4,3,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,No,No
i13506003368206,750000,150,5000,3,3,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i8166003733919,700000,125,5600,1,1,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i528003768372,800000,105,7619,4,2,Poblenou,Yes,No,Yes,Yes,Not New,Yes,No,Yes,No
i30637000000119,730000,107,6822,2,3,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i12556003950817,750000,111,6757,3,2,Poblenou,Yes,No,Yes,No,New,No,No,Yes,No
i12556003950778,690000,107,6449,3,2,Poblenou,Yes,No,Yes,No,New,No,No,Yes,No
i19562000009105,680200,113,6019,3,2,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i885003209107,725000,108,6713,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,No,Yes
i11804003942430,648000,116,5586,3,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i29521000030322,660900,97,6813,3,2,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i8166003733735,600000,125,4800,1,1,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i28419003940208,525000,135,3889,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i3457003932543,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i30173003891906,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i28775003964664,610000,159,3836,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,Yes
i27247000000957,625000,135,4630,4,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i885003209107,725000,108,6713,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,No,Yes
i4975003823998,790000,127,6220,4,3,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,No,No
i12556003950817,750000,111,6757,3,2,Poblenou,Yes,No,Yes,No,New,No,No,Yes,No
i19562000009105,680200,113,6019,3,2,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i28775003964664,610000,159,3836,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,Yes
i27247000000957,625000,135,4630,4,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i30315000000036,495000,103,4806,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i31776000000168,650000,110,5909,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i4975003823507,649000,116,5595,3,2,Poblenou,No,Yes,No,No,Not New,Yes,No,No,No
i30637000000119,730000,107,6822,2,3,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i12556003950778,690000,107,6449,3,2,Poblenou,Yes,No,Yes,No,New,No,No,Yes,No
i11804003942430,648000,116,5586,3,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i29521000030322,660900,97,6813,3,2,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i657003953351,446000,76,5868,2,1,Poblenou,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i4975003824229,473575,94,5038,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i4975003823704,475000,103,4612,2,3,Poblenou,Yes,No,No,Yes,New,Yes,No,Yes,No
i28632003984465,588000,92,6391,1,1,Poblenou,Yes,Yes,No,No,Not New,No,No,Yes,No
i4975003824166,565000,122,4631,3,2,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i8166003778742,550000,109,5046,4,2,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i23845003949585,485000,125,3880,4,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i4172003374356,498000,100,4980,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,Yes
i29735003977789,499000,100,4990,4,2,Poblenou,No,No,Yes,No,New,No,No,Yes,No
i30679003937483,398000,100,3980,4,2,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i4737003790040,360000,92,3913,2,1,Poblenou,No,No,Yes,No,Not New,Yes,No,No,No
i4672003199076,365000,84,4345,3,1,Poblenou,Yes,No,No,Yes,Not New,No,No,Yes,No
i30679003937483,398000,100,3980,4,2,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i4737003790040,360000,92,3913,2,1,Poblenou,No,No,Yes,No,Not New,Yes,No,No,No
i4672003199076,365000,84,4345,3,1,Poblenou,Yes,No,No,Yes,Not New,No,No,Yes,No
i19814000000146,355000,111,3198,5,1,Poblenou,Yes,No,Yes,Yes,Not New,No,No,No,No
i2129003063432,487000,94,5181,2,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i14951000006849,359000,92,3902,3,2,Poblenou,Yes,No,No,Yes,Not New,No,No,No,No
i4975003824229,473575,94,5038,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i4975003824231,425000,94,4521,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i4975003823704,475000,103,4612,2,3,Poblenou,Yes,No,No,Yes,New,Yes,No,Yes,No
i30679003924971,425000,116,3664,4,2,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i8621003983332,485000,142,3415,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i3457003932543,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i31776000000168,650000,110,5909,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,No,No
i8166003733735,600000,125,4800,1,1,Poblenou,No,No,Yes,No,Not New,No,No,No,No
i28419003940208,525000,135,3889,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i8621003983332,485000,142,3415,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i23845003949585,485000,125,3880,4,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i30315000000059,450000,136,3309,3,1,Poblenou,Yes,Yes,No,No,Not New,No,No,No,No
i3630003886334,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i27247000001016,520000,125,4160,4,1,Poblenou,No,No,No,No,Not New,Yes,No,No,No
i4975003823704,475000,103,4612,2,3,Poblenou,Yes,No,No,Yes,New,Yes,No,Yes,No
i2129003063432,487000,94,5181,2,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i5311003915052,375000,105,3571,2,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i2129003063432,487000,94,5181,2,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i32910000000014,470000,129,3643,3,1,Poblenou,No,No,No,No,Not New,No,No,No,No
i4630003809402,495000,114,4342,4,2,Poblenou,No,No,Yes,No,Not New,Yes,No,Yes,No
i3586003856813,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,Yes
i21910003411882,510000,115,4435,4,1,Poblenou,No,No,No,No,Not New,No,No,Yes,No
i31686000000009,525000,117,4487,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i8621003983332,485000,142,3415,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i30679003924971,425000,116,3664,4,2,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i32910000000014,470000,129,3643,3,1,Poblenou,No,No,No,No,Not New,No,No,No,No
i27247000001016,520000,125,4160,4,1,Poblenou,No,No,No,No,Not New,Yes,No,No,No
i26022003985835,540000,103,5243,4,2,Poblenou,No,Yes,Yes,No,Not New,Yes,Yes,Yes,No
i8166003779475,520000,90,5778,3,2,Poblenou,Yes,Yes,No,No,Not New,Yes,No,No,No
i23706003980271,460000,96,4792,4,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i26022003986909,459000,80,5738,2,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,Yes
i29521000037764,445900,99,4504,3,2,Poblenou,Yes,Yes,No,No,Not New,No,No,No,No
i27247000001015,435000,98,4439,3,2,Poblenou,Yes,Yes,No,No,Not New,No,No,No,No
i4509003894841,390000,103,3786,3,2,Poblenou,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i11433003985740,380000,105,3619,4,2,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i27344003743641,390000,95,4105,2,2,Poblenou,No,No,Yes,No,Not New,Yes,No,Yes,No
i31686003984201,370000,107,3458,4,1,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i20076003264758,469000,86,5453,2,2,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i26022003985835,540000,103,5243,4,2,Poblenou,No,Yes,Yes,No,Not New,Yes,Yes,Yes,No
i4975003824229,473575,94,5038,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i4975003824231,425000,94,4521,3,2,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i23962000000402,399000,81,4926,3,1,Poblenou,No,No,Yes,No,Not New,Yes,No,Yes,No
i8166003779315,395000,80,4938,2,2,Poblenou,Yes,No,Yes,No,Not New,No,No,No,No
i17055000000139,365000,73,5000,3,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i30315000000111,370000,82,4512,4,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i2129003063570,365000,73,5000,3,1,Poblenou,Yes,No,No,No,Not New,No,No,No,No
i4737003790086,390000,90,4333,2,2,Poblenou,No,No,Yes,No,Not New,Yes,No,No,No
i15212002913983,165000,56,2946,1,1,Poblenou,No,No,Yes,Yes,Not New,No,No,Yes,No
i3630003974574,149000,55,2709,1,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i23843000000578,149000,55,2709,1,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i3630003974574,149000,55,2709,1,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i11433003968879,160000,56,2857,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i3630003974578,149000,55,2709,1,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i11433003985738,157000,55,2855,3,1,Poblenou,Yes,No,Yes,No,Not New,No,No,No,No
i11970003977704,287000,68,4221,3,1,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i2994003973191,287000,68,4221,3,1,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i11970003957586,259999,60,4333,2,2,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i4509003894771,279900,57,4911,3,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i3630003949593,279900,57,4911,3,1,Poblenou,No,No,No,No,New,No,No,Yes,No
i3586003950747,280000,58,4828,3,1,Poblenou,Yes,No,No,Yes,Not New,No,No,No,No
i23845003952903,290000,85,3412,3,1,Poblenou,No,No,Yes,No,Not New,No,No,Yes,No
i23502003951945,319000,64,4984,2,1,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i30173003969733,287000,68,4221,3,1,Poblenou,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i30679003961947,259999,61,4262,2,2,Poblenou,No,No,No,No,Not New,No,No,Yes,No
i3630003965957,287000,68,4221,3,1,Poblenou,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i4129003787591,250000,70,3571,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i4129003787598,250000,70,3571,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i21241000004532,239000,60,3983,2,1,Poblenou,Yes,No,No,Yes,Not New,No,No,No,No
i11433003975256,245000,50,4900,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i15471000016217,275000,63,4365,2,2,Poblenou,Yes,No,No,Yes,Not New,No,No,No,No
i4172003909472,260000,75,3467,4,1,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,Yes
i15471000016217,275000,63,4365,2,2,Poblenou,Yes,No,No,Yes,Not New,No,No,No,No
i5496003888419,260000,81,3210,4,2,Poblenou,Yes,No,No,No,Not New,No,No,Yes,No
i21910003412067,250000,72,3472,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i3566003814896,200000,53,3774,3,1,Poblenou,No,No,No,No,Not New,Yes,No,Yes,No
i3471003841646,235000,58,4052,2,1,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i5889003763131,235000,55,4273,1,1,Poblenou,No,No,Yes,Yes,Not New,No,No,No,No
i3471003841646,235000,58,4052,2,1,Poblenou,Yes,Yes,Yes,No,Not New,Yes,No,Yes,No
i4027003946059,249000,68,3662,3,1,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i3586003884065,225000,63,3571,3,1,Poblenou,No,No,Yes,Yes,Not New,No,No,No,No
i3630003817870,280000,58,4828,3,1,Poblenou,Yes,No,No,Yes,Not New,No,No,Yes,No
i5844003939234,250000,59,4237,3,1,Poblenou,No,No,Yes,No,Not New,No,No,Yes,No
i31686000000019,225000,63,3571,3,1,Poblenou,No,No,Yes,Yes,Not New,No,No,Yes,No
i30173003892276,225000,60,3750,3,1,Poblenou,No,No,Yes,No,Not New,Yes,No,Yes,No
i4172003909472,260000,75,3467,4,1,Poblenou,Yes,No,Yes,No,Not New,Yes,No,Yes,Yes
i11433003985734,240000,84,2857,2,1,Poblenou,Yes,No,Yes,No,Not New,No,No,Yes,No
i4129003787598,250000,70,3571,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i4129003787591,250000,70,3571,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i6387003746501,230000,53,4340,3,1,Poblenou,Yes,No,No,No,Not New,No,No,Yes,No
i4129003787598,250000,70,3571,2,1,Poblenou,No,No,No,Yes,Not New,No,No,Yes,No
i4129003787591,250000,70,3571,3,1,Poblenou,No,No,No,Yes,Not New,Yes,No,Yes,No
i4509003894735,220000,56,3929,1,1,Poblenou,No,No,Yes,No,Not New,No,No,Yes,No
i3566003814896,200000,53,3774,3,1,Poblenou,No,No,No,No,Not New,Yes,No,Yes,No
i32937000000012,419000,130,3223,4,2,Sant Andreu,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i32937000000035,435000,133,3271,4,2,Sant Andreu,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i4553003984032,145000,50,2900,3,1,Sant Andreu,Yes,Yes,No,No,Not New,No,No,Yes,No
i3369002431378,135000,80,1688,2,1,Sant Andreu,No,No,No,Yes,Not New,No,No,Yes,No
i13909003884505,177000,62,2855,2,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i3610003963653,186000,69,2696,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i2410003512064,215000,66,3258,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i13909003963093,189900,54,3517,3,1,Sant Andreu,Yes,No,No,No,Not New,No,No,Yes,No
i3257003964338,190000,62,3065,2,1,Sant Andreu,Yes,Yes,No,No,Not New,No,No,Yes,No
i13909003839996,169000,69,2449,3,1,Sant Andreu,No,No,Yes,No,Not New,No,No,Yes,No
i18274000005483,199000,75,2653,3,1,Sant Andreu,Yes,No,Yes,Yes,Not New,No,No,No,No
i586003852991,186000,64,2906,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i13074000013951,195000,66,2955,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,No,No
i3369003933033,180000,65,2769,2,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i586003852991,186000,64,2906,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i23591003973525,188000,62,3032,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i3369003953797,185000,62,2984,3,1,Sant Andreu,Yes,No,No,Yes,Not New,Yes,No,Yes,No
i13217002610037,430000,102,4216,4,2,Sant Andreu,Yes,Yes,Yes,No,New,No,No,Yes,No
i13884003525100,460000,114,4035,3,2,Sant Andreu,Yes,Yes,No,No,Not New,No,No,No,No
i10024003945780,275000,82,3354,4,1,Sant Andreu,Yes,Yes,Yes,Yes,Not New,No,No,Yes,No
i13909003827721,345000,111,3108,3,2,Sant Andreu,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i4033003257114,370000,102,3627,3,2,Sant Andreu,Yes,Yes,Yes,No,New,No,No,Yes,No
i531003879612,377000,92,4098,3,2,Sant Andreu,Yes,No,No,No,New,Yes,No,Yes,No
i25633000000046,389000,112,3473,3,2,Sant Andreu,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i531205766420,401000,106,3783,4,2,Sant Andreu,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i10926003967817,220000,60,3667,2,1,Sant Andreu,Yes,No,Yes,No,Not New,No,No,Yes,No
i13961003512186,195000,60,3250,3,1,Sant Andreu,Yes,No,No,Yes,Not New,No,No,Yes,No
i4553003728723,179000,59,3034,3,1,Sant Andreu,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i2748003963902,199000,60,3317,3,1,Sant Andreu,Yes,No,No,Yes,Not New,Yes,No,Yes,No
i32937000000003,205000,51,4020,3,1,Sant Andreu,Yes,No,Yes,Yes,Not New,Yes,No,Yes,No
i3369003964894,218000,72,3028,3,1,Sant Andreu,Yes,No,No,No,Not New,No,No,Yes,No
i5020003916235,230000,61,3770,3,2,Sant Andreu,Yes,No,No,No,Not New,No,No,No,No
i2376002556228,289000,75,3853,3,2,Sant Andreu,No,No,Yes,Yes,Not New,No,No,No,No
i4023003914433,375000,85,4412,4,1,Sant Andreu,No,No,Yes,No,Not New,Yes,No,Yes,No
i672001754857,474410,89,5330,3,2,Sant Andreu,No,No,No,No,Not New,Yes,No,No,No
i4284003748965,490000,114,4298,4,2,Sant Andreu,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i531205766420,401000,106,3783,4,2,Sant Andreu,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i13217002610037,430000,102,4216,4,2,Sant Andreu,Yes,Yes,Yes,No,New,No,No,Yes,No
i13217003714934,355000,80,4438,3,2,Sant Andreu,Yes,Yes,Yes,No,New,Yes,No,Yes,No
i8166003734509,360000,82,4390,2,2,Sant Andreu,Yes,No,Yes,No,Not New,No,No,No,No
i4284003748548,360000,97,3711,2,2,Sant Andreu,Yes,Yes,Yes,No,New,No,No,Yes,No
i13473003442803,370000,97,3814,3,2,Sant Andreu,Yes,No,Yes,No,New,No,No,Yes,No
i4023003914433,375000,85,4412,4,1,Sant Andreu,No,No,Yes,No,Not New,Yes,No,Yes,No
i531003879612,377000,92,4098,3,2,Sant Andreu,Yes,No,No,No,New,Yes,No,Yes,No
i13909003827721,345000,111,3108,3,2,Sant Andreu,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i4033003257114,370000,102,3627,3,2,Sant Andreu,Yes,Yes,Yes,No,New,No,No,Yes,No
i25633000000046,389000,112,3473,3,2,Sant Andreu,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i13884003525100,460000,114,4035,3,2,Sant Andreu,Yes,Yes,No,No,Not New,No,No,No,No
i672001754857,474410,89,5330,3,2,Sant Andreu,No,No,No,No,Not New,Yes,No,No,No
i10508003861660,545000,145,3759,4,3,Sant Andreu,Yes,No,No,No,New,Yes,No,Yes,No
i2017003510905,525000,122,4303,3,2,Sant Andreu,No,Yes,Yes,No,New,Yes,No,Yes,No
i30637000000004,526000,105,5010,4,2,Sant Andreu,Yes,Yes,No,No,Not New,Yes,No,Yes,No
i672001760564,474410,89,5330,3,2,Sant Andreu,Yes,No,No,No,Not New,Yes,No,No,Yes
i10882003961275,450000,92,4891,4,2,Sant Andreu,Yes,Yes,Yes,No,Not New,No,No,Yes,Yes
i9107003895564,445000,88,5057,3,2,Sant Andreu,Yes,Yes,Yes,No,Not New,Yes,No,Yes,Yes
i30637000000004,526000,105,5010,4,2,Sant Andreu,Yes,Yes,No,No,Not New,Yes,No,Yes,No
i672001760564,474410,89,5330,3,2,Sant Andreu,Yes,No,No,No,Not New,Yes,No,No,Yes
i10882003961275,450000,92,4891,4,2,Sant Andreu,Yes,Yes,Yes,No,Not New,No,No,Yes,Yes
i2017003510905,525000,122,4303,3,2,Sant Andreu,No,Yes,Yes,No,New,Yes,No,Yes,No
i531003879622,428000,106,4038,4,2,Sant Andreu,Yes,No,No,No,New,Yes,No,Yes,No
i23404003709966,390000,81,4815,2,1,Les Corts,Yes,No,Yes,No,New,Yes,No,Yes,No
i23404003498285,357000,80,4463,2,1,Les Corts,Yes,No,Yes,No,New,Yes,No,Yes,No
i23404003498291,333000,79,4215,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003498301,327000,76,4303,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003709969,295000,78,3782,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003709961,295000,76,3882,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003498310,295000,76,3882,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003709932,280000,78,3590,3,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003709943,320000,77,4156,2,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i23404003709932,280000,78,3590,3,1,Les Corts,Yes,No,Yes,No,New,No,No,Yes,No
i13919003949775,380000,78,4872,3,2,Taxonera,Yes,Yes,Yes,No,New,No,No,Yes,Yes
i13919003949776,395000,78,5064,3,2,Taxonera,Yes,Yes,Yes,No,New,Yes,No,Yes,Yes
i13919003949774,335000,78,4295,3,2,Taxonera,Yes,Yes,Yes,No,New,No,No,Yes,Yes
i9260000034897,103000,43,2395,1,1,Taxonera,No,No,No,Yes,Not New,No,No,No,No
i1530003864080,129000,52,2481,2,1,Taxonera,No,No,No,No,Not New,No,No,Yes,No
i19562000012321,125000,61,2049,3,1,Taxonera,No,No,No,No,Not New,No,No,No,No
i6299003848321,129000,60,2150,3,1,Taxonera,No,No,No,No,Not New,No,No,No,No
i1530003864080,129000,52,2481,2,1,Taxonera,No,No,No,No,Not New,No,No,Yes,No
i6299003848321,129000,60,2150,3,1,Taxonera,No,No,No,No,Not New,No,No,No,No
i517003746531,125000,52,2404,2,1,Taxonera,No,No,No,Yes,Not New,Yes,No,Yes,No
i19562000012321,125000,61,2049,3,1,Taxonera,No,No,No,No,Not New,No,No,No,No
i517003746531,125000,52,2404,2,1,Taxonera,No,No,No,Yes,Not New,Yes,No,Yes,No
i2608003813010,120000,44,2727,1,1,Taxonera,No,No,Yes,No,Not New,Yes,No,Yes,No
i33009000000028,110000,60,1833,3,1,Taxonera,No,No,No,No,Not New,No,No,No,No
i2608003136626,150000,51,2941,3,1,Taxonera,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i13919003975596,400000,78,5128,3,2,Taxonera,Yes,Yes,Yes,No,New,No,No,Yes,Yes
i13919003949773,340000,70,4857,2,2,Taxonera,Yes,Yes,Yes,No,New,Yes,No,Yes,Yes
i21338003843577,685500,158,4339,4,2,Glòries El Parc,Yes,Yes,Yes,No,New,Yes,No,Yes,Yes
i21338003921885,575700,124,4643,3,2,Glòries El Parc,Yes,Yes,Yes,No,New,No,No,Yes,Yes
i21338003899246,548400,123,4459,2,2,Glòries El Parc,Yes,Yes,Yes,No,New,Yes,No,Yes,Yes
i21338003899241,341000,71,4803,1,1,Glòries El Parc,Yes,Yes,Yes,No,New,Yes,No,Yes,Yes
i3583003920235,235000,79,2975,4,1,La Bordeta,Yes,No,No,Yes,Not New,No,No,Yes,No
i2636003930051,260000,62,4194,2,1,La Bordeta,Yes,No,Yes,Yes,Not New,Yes,No,Yes,No
i15172002941683,260000,77,3377,3,1,La Bordeta,Yes,No,Yes,Yes,Not New,No,No,No,No
i4087003983796,239000,65,3677,2,2,La Bordeta,Yes,No,Yes,No,Not New,No,No,Yes,No
i4087003872369,219000,70,3129,3,1,La Bordeta,Yes,No,No,Yes,Not New,No,No,Yes,No
i655003922072,539000,129,4178,3,2,La Bordeta,Yes,Yes,Yes,No,New,Yes,No,No,Yes
i14912003913046,154900,61,2539,2,1,La Bordeta,No,No,Yes,Yes,Not New,No,No,Yes,No
i19999000003212,154900,65,2383,2,1,La Bordeta,No,No,No,Yes,Not New,No,No,No,No
i5562003080306,202000,67,3015,3,1,La Bordeta,Yes,No,No,Yes,Not New,No,No,Yes,No
i26096003903840,216000,60,3600,2,1,La Bordeta,Yes,No,No,No,Not New,Yes,No,Yes,No
i1121003982293,220000,66,3333,2,1,Guinardó,No,No,Yes,No,Not New,Yes,No,Yes,No
i24359000000475,199900,67,2984,3,2,Guinardó,Yes,No,Yes,No,Not New,No,No,No,No
i2179003841567,209000,75,2787,3,2,Guinardó,Yes,No,Yes,Yes,Not New,No,No,No,No
